CAMIS,DBA,CUISINE DESCRIPTION,Latitude, Longitude,AVG_SCORE,AVG_GRADE,ADDRESS,BORO,ZIPCODE,PHONE
50115610,JUANITO'S PIZZA,Pizza,40.69876896,-73.90391127,3.00,A,953 CYPRESS AVENUE Queens 11385,Queens,11385,3473584587
50115613,IZAKAYA AJIMI,Japanese,40.60773194,-74.00206003,3.00,A,8500 18 AVENUE Brooklyn 11214,Brooklyn,11214,7186505588
50115616,BURGER KING,Hamburgers,40.63837034,-73.89480342,3.00,A,1772 ROCKAWAY PARKWAY Brooklyn 11236,Brooklyn,11236,7324062445
50115617,BURGER KING,Hamburgers,40.64385272,-74.01162821,2.00,B+,5212 5 AVENUE Brooklyn 11220,Brooklyn,11220,7187650844
50115618,BURGER KING,Hamburgers,40.66417867,-73.95726848,3.00,A,1727 BEDFORD AVENUE Brooklyn 11225,Brooklyn,11225,7324062445
50115619,BURGER KING,Hamburgers,40.62510369,-73.99883282,3.00,A,6413 14 AVENUE Brooklyn 11219,Brooklyn,11219,7324062445
50115621,BARKING DOG NYC,American,40.76203146,-73.98743779,3.00,A,329 WEST   49 STREET Manhattan 10019,Manhattan,10019,6463394127
50115624,TRISARA RESTAURANT & BAR,Asian/Asian Fusion,40.74665848,-73.8932387,3.00,A,7219 ROOSEVELT AVE Queens 11372,Queens,11372,3476991900
50115644,69TH COFFEE SHOP,Latin American,40.73684844,-73.89595,2.20,B+,5001 69TH ST Queens 11377,Queens,11377,7183534664
50115645,JUST SALAD 1412 BROADWAY,Salads,40.75370382,-73.98704594,3.00,A,1412 BROADWAY Manhattan 10018,Manhattan,10018,5165082187
50115654,10TH FL FOOD HALL ( DEUTSCHE BANK CAFE),American,40.76780849,-73.98226697,3.00,A,10 COLUMBUS CIRCLE Manhattan 10019,Manhattan,10019,7185104647
50115660,U BEST BAKERY,Chinese,40.76018443,-73.82759917,3.00,A,13688 ROOSEVELT AVE Queens 11354,Queens,11354,9172778858
50115666,HARMONY CAFE,American,40.87502169,-73.89285823,3.00,A,250 BEDFORD PARK BLVD WEST Bronx 10468,Bronx,10468,9174188577
50115692,ABIGAIL'S,Mexican,40.798256,-73.96914076,3.00,A,2672 BROADWAY Manhattan 10025,Manhattan,10025,9172617333
50115694,CRUMBLY CAFE & BAKERY,Bakery Products/Desserts,40.75676756,-73.96405255,3.00,A,997 1 AVENUE Manhattan 10022,Manhattan,10022,9293643901
50115700,WENDY'S,Hamburgers,40.73987829,-73.98566293,3.00,A,112 EAST   23 STREET Manhattan 10010,Manhattan,10010,2125006800
50115701,I'MILKY,Not Listed/Not Applicable,40.71766669,-73.95896922,3.00,A,142 NORTH    6 STREET Brooklyn 11249,Brooklyn,11249,9298880965
50115702,SEFTON,American,40.76871792,-73.95533828,2.00,B+,1373 1 AVENUE Manhattan 10021,Manhattan,10021,2126349100
50115704,NAYA,Middle Eastern,40.75317959,-73.98720847,3.00,A,1400 BROADWAY Manhattan 10018,Manhattan,10018,3477352021
50115707,JUST SALAD,Soups/Salads/Sandwiches,40.7526542,-73.97937634,3.00,A,315 MADISON AVENUE Manhattan 10017,Manhattan,10017,7186669950
50115710,MARANI CAFE,Eastern European,40.60739618,-73.96173113,2.00,B+,1103 KINGS HIGHWAY Brooklyn 11229,Brooklyn,11229,3477725559
50115715,BOON CHU THAI STREET FOOD,Thai,40.75977791,-73.82923543,3.00,A,136-20 ROOSEVELT AVENUE Queens 11354,Queens,11354,9179454965
50115719,K-MUNCHIES,Korean,40.76516126,-73.81905579,3.00,A,14746 NORTHERN BLVD Queens 11354,Queens,11354,3473310908
50115725,HEY YUET,Chinese,40.74661475,-73.99569447,3.00,A,251 WEST   26 STREET Manhattan 10001,Manhattan,10001,6463582779
50115737,TAMPOPO KITCHEN,Japanese,40.85519633,-73.93716207,3.00,A,805 WEST  187 STREET Manhattan 10033,Manhattan,10033,6466093899
50115747,TENZ ESPRESSO BAR,Coffee/Tea,40.75924001,-73.96224998,3.00,A,1071A 1ST AVE Manhattan 10022,Manhattan,10022,9176356148
50115748,AweSum DimSum Times Square,Chinese,40.75570237,-73.99088966,3.00,A,612 8 AVENUE Manhattan 10018,Manhattan,10018,6462434876
50115753,NAYA,Lebanese,40.71153017,-74.01567279,3.00,A,225 LIBERTY STREET Manhattan 10280,Manhattan,10280,9299468404
50115756,NAYA (Inside Moynihan Train Hall),Mediterranean,40.75089934,-73.99627889,3.00,A,351 WEST   31 STREET Manhattan 10001,Manhattan,10001,3477352021
50115769,PIZZA HUT,Pizza,40.63216547,-73.94859555,3.00,A,37 HILLEL PLACE Brooklyn 11210,Brooklyn,11210,9295510009
50115791,BROOKLYN WINE CELLAR,Bottled Beverages,40.69082623,-73.98345225,3.00,A,445 ALBEE SQUARE Brooklyn 11201,Brooklyn,11201,6465267262
50115793,TU SABOR LATINO,Latin American,40.83731443,-73.94250596,3.00,A,3881 BROADWAY Manhattan 10032,Manhattan,10032,9176458337
50115794,SHAXIAN SNACKS,Chinese,40.76334424,-73.82798805,3.00,A,3624 UNION ST Queens 11354,Queens,11354,9297998666
50115816,TMB GRILLED CHICKEN,Korean,40.7552428,-73.76919272,3.00,A,21203 48TH AVE Queens 11364,Queens,11364,6467847808
50115823,99 CENT SOUTHERN PIZZA,Pizza,40.82147354,-73.89168743,3.00,A,953 SOUTHERN BOULEVARD Bronx 10459,Bronx,10459,7187080409
50115826,EL GRAN VALLE RESTAURANT,Latin American,40.84884185,-73.91151556,3.00,A,1846 JEROME AVENUE Bronx 10453,Bronx,10453,6465785459
50115829,BREADS BAKERY,Bakery Products/Desserts,40.7712666,-73.95950289,3.00,A,1294 3 AVENUE Manhattan 10021,Manhattan,10021,2126332253
50115830,BZ GRILL,Greek,40.77081283,-73.9209234,3.00,A,2702 ASTORIA BLVD Queens 11102,Queens,11102,7189327858
50115858,FORTUNE HOUSE,Chinese,40.69839452,-73.99257087,2.60,A,82 HENRY STREET Brooklyn 11201,Brooklyn,11201,3475650803
50115872,HI-COLLAR,Japanese,40.72961316,-73.98823048,2.50,A,231 EAST    9 STREET Manhattan 10003,Manhattan,10003,2127777018
50115881,SUSHI HATSUNE,Japanese,40.716005,-73.99305229,3.00,A,50 ELDRIDGE STREET Manhattan 10002,Manhattan,10002,8028816127
50115882,MLB &Q BURGER,Hamburgers,40.75228091,-73.82670655,3.00,A,4307 MAIN ST Queens 11355,Queens,11355,9294024931
50115887,TERIYAKI R US,Asian/Asian Fusion,40.75985968,-73.98233407,1.50,B-,150 WEST   49 STREET Manhattan 10019,Manhattan,10019,9293326663
50115888,PIZZA HUT,Pizza,40.69872277,-73.94117978,3.00,A,29 MARCUS GARVEY BOULEVARD Brooklyn 11206,Brooklyn,11206,4692840850
50115890,PIZZA HUT,Pizza,40.83400207,-73.92875851,3.00,A,1048 OGDEN AVENUE Bronx 10452,Bronx,10452,3472265938
50115900,EL ASTORIA FAMILY PIZZA,Pizza,40.78068305,-73.91714552,3.00,A,1927 DITMARS BLVD Queens 11105,Queens,11105,3474153518
50115905,JIANG KITCHEN,Chinese,40.72801824,-73.98629689,3.00,A,65 SAINT MARKS PLACE Manhattan 10003,Manhattan,10003,6463987722
50115909,Aprés,American,40.75287634,-73.97839453,3.00,A,1 VANDERBILT AVE Manhattan 10017,Manhattan,10017,4155176869
50115910,HUDSON YARDS CATERING LLC,American,40.75543921,-74.00221983,3.00,A,55 HUDSON YARDS Manhattan 10001,Manhattan,10001,2127153880
50115911,B'ARTUSI AND VIA PORTA,American,40.73390092,-74.00625679,3.00,A,522 HUDSON STREET Manhattan 10014,Manhattan,10014,6465171112
50115912,NEW COTTAGE RESTAURANT,Chinese,40.78305258,-73.98053323,3.00,A,2199 BROADWAY Manhattan 10024,Manhattan,10024,2125957450
50115915,CROWN CLUB - EVENT LEVEL,American,40.6834469,-73.97569131,3.00,A,620 ATLANTIC AVENUE Brooklyn 11217,Brooklyn,11217,9176186371
50115919,COFFEE UPLIFTS PEOPLE,Coffee/Tea,40.68586649,-73.95366325,3.00,A,329 GATES AVENUE Brooklyn 11216,Brooklyn,11216,6154031244
50115926,SAINT LAWRENCE DEVIL PIZZA,Pizza,40.83172649,-73.86683781,3.00,A,1788 WESTCHESTER AVENUE Bronx 10472,Bronx,10472,3477503723
50115927,SUSHI W,Japanese,40.79827522,-73.96915158,3.00,A,2673 BROADWAY Manhattan 10025,Manhattan,10025,9173189739
50115959,SOHO ROOM,American,40.72528796,-74.00344909,2.50,A,201 SPRING STREET Manhattan 10012,Manhattan,10012,9738654093
50115978,QUE RICO COLOMBIAN BAKERY & RESTAURANT,Other,40.75857559,-73.91932808,3.00,A,3214 STEINWAY ST Queens 11103,Queens,11103,7188131286
50115985,JING FU HOUSE,Chinese,40.74910747,-73.86993782,2.75,A,9549 ROOSEVELT AVE Queens 11372,Queens,11372,9172993959
50115990,TERANGA,African,40.75845753,-73.97091355,3.00,A,601 LEXINGTON AVENUE Manhattan 10022,Manhattan,10022,2035717524
50116011,ANKARA ONE,Turkish,40.60850135,-73.95888171,3.00,A,1425 KINGS HIGHWAY Brooklyn 11229,Brooklyn,11229,7183360010
50116017,SPICE UP SWEETS AND RESTAURANT,Bangladeshi,40.8340942,-73.85253702,3.00,A,2160 WESTCHESTER AVENUE Bronx 10462,Bronx,10462,7188228777
50116018,NEW SARKURA JAPAN,Japanese,40.70492565,-73.79990585,3.00,A,9040 160TH ST Queens 11432,Queens,11432,7183081510
50116025,FLAMINGOBABY KITCHEN,Caribbean,40.67565504,-73.97850978,3.00,A,787 UNION STREET Brooklyn 11215,Brooklyn,11215,9292980100
50116028,JOE'S BRICK OVEN PIZZA,Pizza,40.87903421,-73.90504198,3.00,A,204 WEST  231 STREET Bronx 10463,Bronx,10463,9148433847
50116047,CLUB USAGI,Japanese,40.75394171,-73.9682915,3.00,A,320 EAST   49 STREET Manhattan 10017,Manhattan,10017,2129352002
50116049,NENE'S DELI TAQUERIA,Mexican,40.70032906,-73.92780554,3.00,A,14 STARR STREET Brooklyn 11221,Brooklyn,11221,3478815073
50116051,RICE & BEANS LECHONERA,Latin American,40.72552332,-73.74011207,3.00,A,9109 SPRINGFIELD BLVD Queens 11428,Queens,11428,3474042232
50116062,FOR THE RECORD,Coffee/Tea,40.73632698,-73.95527708,3.00,A,1107 MANHATTAN AVENUE Brooklyn 11222,Brooklyn,11222,3476892294
50116063,AM THAI BISTRO,Thai,40.64666282,-73.97016248,3.00,A,1003 CHURCH AVENUE Brooklyn 11218,Brooklyn,11218,7182878888
50116067,COMODO RESTAURANT,Other,40.73969151,-73.98459121,3.00,A,23 LEXINGTON AVENUE Manhattan 10010,Manhattan,10010,6465803866
50116068,LEVANT ON SMITH,French,40.68426166,-73.99211815,2.00,B+,223 SMITH STREET Brooklyn 11201,Brooklyn,11201,3476893694
50116071,SAUCE PIZZERIA,Pizza,40.71153017,-74.01567279,3.00,A,225 LIBERTY STREET Manhattan 10280,Manhattan,10280,7742400574
50116088,KENNEDY CHICKEN AND BURGER,American,40.88549795,-73.8549867,2.25,B+,3955 BRONXWOOD AVENUE Bronx 10466,Bronx,10466,7182691071
50116093,ATOMIC WINGS,Chicken,40.70063716,-73.89646476,3.00,A,6051 MYRTLE AVE Queens 11385,Queens,11385,9174064476
50116098,MOGE TEE,Coffee/Tea,40.7177144,-73.96201385,3.00,A,76 NORTH    4 STREET Brooklyn 11249,Brooklyn,11249,6515612988
50116101,XI'AN FAMOUS FOODS,Asian/Asian Fusion,40.74739048,-73.94163469,3.00,A,2619 JACKSON AVE Queens 11101,Queens,11101,2127862068
50116114,GREAT CHINA,Chinese,40.6265931,-74.16127578,2.00,B+,2154 FOREST AVENUE Staten Island 10303,Staten Island,10303,3477817790
50116123,AGI’S COUNTER,Eastern European,40.66993208,-73.95824529,3.00,A,818 FRANKLIN AVENUE Brooklyn 11225,Brooklyn,11225,7188227833
50116124,Q RICO NO MANCHES RESTAURANT,Mexican,40.69199184,-73.86312248,3.00,A,7911 JAMAICA AVE Queens 11421,Queens,11421,3476007343
50116136,SMART 3,Bangladeshi,40.71046173,-73.79363457,2.00,B+,16845 HILLSIDE AVE Queens 11432,Queens,11432,9299903996
50116142,NOSTRAND EXPRESS,Sandwiches,40.63176976,-73.94757627,3.00,A,2184 NOSTRAND AVENUE Brooklyn 11210,Brooklyn,11210,9145271240
50116153,FARO SPORT BAR & LOUNGE,Spanish,40.68280236,-73.87517667,3.00,A,3247 FULTON STREET Brooklyn 11208,Brooklyn,11208,3472064490
50116154,DESI STOP AND DELI,Indian,40.72642659,-73.98925569,3.00,A,75 2 AVENUE Manhattan 10003,Manhattan,10003,3472856756
50116155,SEPTEMBER,Coffee/Tea,40.68391925,-73.91738159,2.75,A,83 SARATOGA AVENUE Brooklyn 11233,Brooklyn,11233,5086491703
50116166,Grand Street Pizza,Pizza,40.71628453,-73.98782161,3.00,A,384 GRAND STREET Manhattan 10002,Manhattan,10002,2015437513
50116168,SAUCE PIZZERIA,Pizza,40.75060833,-73.99462228,2.00,B+,421 8 AVENUE Manhattan 10001,Manhattan,10001,7742400574
50116184,THE MIGRANT KITCHEN,Fusion,40.76954934,-73.9547312,3.00,A,1433 1 AVENUE Manhattan 10021,Manhattan,10021,9174824644
50116186,CLAIRE'S KITCHEN CAFE,American,40.76771793,-73.95309706,3.00,A,1374 YORK AVENUE Manhattan 10021,Manhattan,10021,3159513322
50116190,OH DUMPLINGS,Chinese,40.6863943,-73.97348714,2.00,B+,108 SOUTH OXFORD STREET Brooklyn 11217,Brooklyn,11217,3478896069
50116201,POPEYES,Chicken,40.75775863,-73.79459562,2.33,B+,17150 NORTHERN BLVD Queens 11358,Queens,11358,3477017760
50116225,TRIANGULO PIZZA,Pizza,40.73362595,-73.95483508,3.00,A,1017 MANHATTAN AVENUE Brooklyn 11222,Brooklyn,11222,3474899617
50116232,DUNKIN/BASKIN ROBBINS,Coffee/Tea,40.80279804,-73.96725677,3.00,A,255 WEST  108 STREET Manhattan 10025,Manhattan,10025,6466843788
50116256,PITUSA BAKERY,Bakery Products/Desserts,40.81243331,-73.90519156,3.00,A,831 EAST  149 STREET Bronx 10455,Bronx,10455,8454068806
50116258,MAMAN,French,40.78413622,-73.97758631,2.00,B+,429 AMSTERDAM AVENUE Manhattan 10024,Manhattan,10024,7184507160
50116267,ROCKY'S PIZZERIA,Pizza,40.64633088,-73.9708401,3.00,A,474 CONEY ISLAND AVENUE Brooklyn 11218,Brooklyn,11218,7188549270
50116272,MARI,Korean,40.76145809,-73.99043042,3.00,A,679 9 AVENUE Manhattan 10036,Manhattan,10036,2016741349
50116293,BAD BOYS PIZZA,Pizza,40.60342192,-73.98716164,3.00,A,2358 80 STREET Brooklyn 11214,Brooklyn,11214,7182664848
50116295,GREYSTONE COFFEE,Coffee/Tea,40.90477806,-73.89677498,3.00,A,5812 MOSHOLU AVENUE Bronx 10471,Bronx,10471,6462699395
50116300,AJ SWEETS BK,Bakery Products/Desserts,40.70629927,-73.94302336,3.00,A,142 GRAHAM AVENUE Brooklyn 11206,Brooklyn,11206,6469727125
50116301,MIZNON,Mediterranean,40.75845753,-73.97091355,3.00,A,601 LEXINGTON AVENUE Manhattan 10022,Manhattan,10022,3329108524
50116306,DANNY'S GRILL,Barbecue,40.74055754,-73.75817598,3.00,A,7306 BELL BLVD Queens 11364,Queens,11364,7182682568
50116308,OH K-DOG FOREST HILLS,Korean,40.71958703,-73.84322418,3.00,A,7159 AUSTIN ST Queens 11375,Queens,11375,3475617070
50116310,JOSE LUIS LITTLE ITALY,Italian,40.71767676,-73.99823597,1.00,C,115 MULBERRY STREET Manhattan 10013,Manhattan,10013,3477542168
50116311,BULBAP GRILL,Korean,40.76514164,-73.99143708,2.50,A,746 10 AVENUE Manhattan 10019,Manhattan,10019,6464787567
50116320,HYATT PLACE CHELSEA,Continental,40.74409222,-73.9936015,3.00,A,142 WEST   24 STREET Manhattan 10011,Manhattan,10011,9194302400
50116322,POCHA POCHA,Korean,40.76488941,-73.812147,2.00,B+,15224 NORTHERN BLVD Queens 11354,Queens,11354,3473689777
50116329,GURYS MARKET,Latin American,40.74687338,-73.891174,3.00,A,7419 ROOSEVELT AVE Queens 11372,Queens,11372,6464650204
50116337,SOSUA SEAFOOD,Seafood,40.8403839,-73.92085123,3.00,A,57 WEST  170 STREET Bronx 10452,Bronx,10452,7325005701
50116338,CORNBREAD,Soul Food,40.67009544,-73.95474849,3.00,A,409 EASTERN PARKWAY Brooklyn 11216,Brooklyn,11216,7184930010
50116340,SUGARCUBE,Coffee/Tea,40.74721478,-73.88385072,3.00,A,4007 82ND ST Queens 11373,Queens,11373,3478088800
50116345,MALII GRAMERCY,Thai,40.73757752,-73.98113837,3.00,A,391 2 AVENUE Manhattan 10010,Manhattan,10010,6469520078
50116349,TACO HUT,Chinese,40.80716357,-73.9375038,3.00,A,1884 PARK AVENUE Manhattan 10035,Manhattan,10035,2126738859
50116358,CHOPT,Soups/Salads/Sandwiches,40.75117384,-73.99692493,3.00,A,383 WEST   31 STREET Manhattan 10001,Manhattan,10001,3322460866
50116365,BURGER JOINT,Hamburgers,40.75117384,-73.99692493,3.00,A,383 WEST   31 STREET Manhattan 10001,Manhattan,10001,2122539395
50116369,TAQUERIA PANTITLAN,Mexican,40.69335867,-73.85201647,1.00,C,8712 WOODHAVEN BLVD Queens 11421,Queens,11421,7183040303
50116371,VALBELLA AT THE PARK,Italian,40.75523241,-73.98507849,3.00,A,126 WEST   42 STREET Manhattan 10036,Manhattan,10036,2128888959
50116374,DELIGHTFUL BAKERY & CAFE,Bakery Products/Desserts,40.72762831,-73.89247916,3.00,A,7020 GRAND AVE Queens 11378,Queens,11378,3476491490
50116377,SPACE 71 X CAFE,Creole,40.69159976,-73.93077195,3.00,A,71 MALCOLM X BOULEVARD Brooklyn 11221,Brooklyn,11221,7183079215
50116397,SUPREME EMPANADAS,Other,40.67432073,-73.80112642,3.00,A,13732 ROCKAWAY BLVD Queens 11436,Queens,11436,718_593346
50116398,PIN CUISINE,Other,40.75460407,-73.98676062,3.00,A,1440 BROADWAY Manhattan 10018,Manhattan,10018,6467757737
50116410,FYAH INTERNATIONAL COUSINE,Caribbean,40.67525726,-73.87294486,3.00,A,2687 PITKIN AVENUE Brooklyn 11208,Brooklyn,11208,7573449421
50116414,Craft + Carry,American,40.77689338,-73.95244426,3.00,A,1630 2 AVENUE Manhattan 10028,Manhattan,10028,9174091460
50116417,A-UN,Japanese,40.70428165,-73.92800322,2.00,B+,156 KNICKERBOCKER AVENUE Brooklyn 11237,Brooklyn,11237,6464984224
50116426,ANA BAR AND EATERY,American,40.75303757,-74.00028153,3.00,A,20 HUDSON YARDS Manhattan 10001,Manhattan,10001,9179338794
50116434,THANK YOU DONUTS & CORN DOGS,Korean,40.74916932,-73.75625702,3.00,A,22106 HORACE HARDING EXPY Queens 11364,Queens,11364,9172576871
50116435,SI N'SHPI,Eastern European,40.6123495,-73.97896244,3.00,A,2307 65 STREET Brooklyn 11204,Brooklyn,11204,9179334579
50116471,THE DAWSON,American,40.75582459,-73.98046903,3.00,A,23 WEST   45 STREET Manhattan 10036,Manhattan,10036,6464963262
50116472,COVE RESTAURANT,Caribbean,40.67401402,-73.73030951,3.00,A,24310 MERRICK BLVD Queens 11422,Queens,11422,7187080118
50116474,KYMA,Mediterranean,40.75492046,-73.99786682,3.00,A,445 WEST   35 STREET Manhattan 10001,Manhattan,10001,2129679700
50116475,CENTRAL CARIBBEAN BAKERY,Bakery Products/Desserts,40.89803365,-73.85325552,1.50,B-,730 NEREID AVENUE Bronx 10466,Bronx,10466,3475425543
50116477,U BEST BAKERY,Bakery Products/Desserts,40.75801767,-73.82866603,3.00,A,4133 KISSENA BLVD Queens 11355,Queens,11355,7189710172
50116490,EL QUETZAL DELI GROCERY & PIZZERIA,Mexican,40.63995772,-73.98699605,1.20,C,4006 13 AVENUE Brooklyn 11218,Brooklyn,11218,3476844186
50116500,MANNY JANETH CAFE,Coffee/Tea,40.71605155,-73.99145423,2.00,B+,70 HESTER STREET Manhattan 10002,Manhattan,10002,9146610531
50116501,SY CUISINE CATERING,Jewish/Kosher,40.60452194,-73.96935669,2.33,B+,543 KINGS HIGHWAY Brooklyn 11223,Brooklyn,11223,7185034157
50116502,NEW PEKING CHINESE RESTAURANT,Chinese,40.66116338,-73.96069455,1.33,C,1137 WASHINGTON AVENUE Brooklyn 11225,Brooklyn,11225,7186936163
50116510,CRAFT & CARRY,American,40.78536844,-73.97671562,3.00,A,466 AMSTERDAM AVENUE Manhattan 10024,Manhattan,10024,9174727723
50116511,REGAL TANGRAM 4DX,Hotdogs/Pretzels,40.76060506,-73.83364082,3.00,A,13336 37TH AVE Queens 11354,Queens,11354,8659259630
50116513,MAD FOR CHICKEN,Chicken,40.76492271,-73.91721935,3.00,A,3610 30TH AVE Queens 11103,Queens,11103,7184339272
50116515,EL AGUACATE BAR RESTAURANT,Mexican,40.82980574,-73.87466856,3.00,A,1204 MORRISON AVENUE Bronx 10472,Bronx,10472,9176848600
50116518,HANDCRAFT BURGERS & BREW,American,40.7538107,-73.98569601,3.00,A,110 WEST   40 STREET Manhattan 10018,Manhattan,10018,5165366088
50116531,CIRCLE PIZZA & RESTAURANT,Pizza,40.8326399,-73.85943154,3.00,A,1926A CROSS BRONX EXPY Bronx 10472,Bronx,10472,5168508942
50116537,DAVE & BUSTER'S,American,40.65018351,-73.87034042,3.00,A,395 GATEWAY DRIVE Brooklyn 11239,Brooklyn,11239,2143579588
50116546,NAMASTE,Indian,40.6748553,-73.80716697,3.00,A,13110 ROCKAWAY BLVD Queens 11420,Queens,11420,3472949439
50116552,CRAFT & CARRY,Irish,40.76385136,-73.98869009,3.00,A,751 9 AVENUE Manhattan 10019,Manhattan,10019,175750469_
50116555,CHOCOLATE DIP,Frozen Desserts,40.72174942,-73.98837979,2.00,B+,177 ORCHARD STREET Manhattan 10002,Manhattan,10002,4159904154
50116563,VILLAGER,Coffee/Tea,40.67200265,-73.9610991,3.00,A,841 CLASSON AVENUE Brooklyn 11238,Brooklyn,11238,9296016662
50116574,CESTRA'S PIZZERIA & RESTAURANT,Pizza,40.82832576,-73.82401084,3.00,A,3631 EAST TREMONT AVENUE Bronx 10465,Bronx,10465,7185187900
50116591,FU LE DA PAI DANG,Chinese,40.75347366,-73.82231805,2.00,B+,4414 KISSENA BLVD Queens 11355,Queens,11355,7188863888
50116597,MI CASA (next to gate 22),Other,0,0,3.00,A,215 LA GUARDIA RD Queens ,Queens,,7037237264
50116603,UNCLE LOU,Chinese,40.71621106,-73.99914867,2.33,B+,73 MULBERRY STREET Manhattan 10013,Manhattan,10013,2129665538
50116606,PETITE MAMAN,Sandwiches,40.75123412,-73.99416385,3.00,A,441 8TH AVE Manhattan 10001,Manhattan,10001,9293212550
50116614,LE CAFE COFFEE,Coffee/Tea,40.75873689,-73.96861769,3.00,A,909 3 AVENUE Manhattan 10022,Manhattan,10022,6174477811
50116616,MARIAN'S,Other,40.7349688,-74.00013712,3.00,A,24 GREENWICH AVENUE Manhattan 10011,Manhattan,10011,9178596862
50116632,JOEY ROSES,Sandwiches,40.71891636,-73.98452028,2.00,B+,174 RIVINGTON STREET Manhattan 10002,Manhattan,10002,6466924020
50116642,MAMAN,French,40.73295397,-73.99360257,3.00,A,67 UNIVERSITY PLACE Manhattan 10003,Manhattan,10003,6467670097
50116645,CAFE GRUMPY,Coffee/Tea,40.75874744,-73.97869222,1.00,C,30 ROCKEFELLER PLAZA Manhattan 10112,Manhattan,10112,9179033437
50116651,MCCARTHY'S,Irish,40.75792481,-73.98355824,3.00,A,144 WEST   46 STREET Manhattan 10036,Manhattan,10036,9176757768
50116667,XIN WANG WANG,Chinese,40.75773034,-73.82925153,3.00,A,4118 MAIN ST Queens 11355,Queens,11355,9172883800
50116674,SMASHBURGER,American,40.72636042,-73.90852551,3.00,A,5911 MAURICE AVE Queens 11378,Queens,11378,3473660693
50116677,MAMAN,Other,40.68869452,-73.99285321,3.00,A,154 COURT STREET Brooklyn 11201,Brooklyn,11201,9295594305
50116687,No. 1 CHINESE,Chinese,40.63620408,-74.13462967,2.50,A,209 PORT RICHMOND AVENUE Staten Island 10302,Staten Island,10302,7188161836
50116689,HOWARD BEACH BAGEL CAFE,Bagels/Pretzels,40.65323082,-73.83841811,3.00,A,16254 CROSSBAY BLVD Queens 11414,Queens,11414,7188435700
50116702,ERNST AND YOUNG,Coffee/Tea,40.75243917,-73.99700066,3.00,A,401 9 AVENUE Manhattan 10001,Manhattan,10001,7043286907
50116707,ERNST AND YOUNG,Other,40.75243917,-73.99700066,3.00,A,401 9 AVENUE Manhattan 10001,Manhattan,10001,7043286907
50116710,BROOKLYN DOP,Pizza,40.67529321,-73.98120652,2.00,B+,237 5 AVENUE Brooklyn 11215,Brooklyn,11215,3475991913
50116712,ERNST AND YOUNG,Other,40.75243917,-73.99700066,3.00,A,401 9 AVENUE Manhattan 10001,Manhattan,10001,7043286907
50116727,NEW TASTE OF CHINA,Chinese,40.74467114,-73.88459499,3.00,A,8026 BAXTER AVE Queens 11373,Queens,11373,7185330883
50116736,FEDERICO'S PIZZERIA,Pizza,40.6003701,-73.99124223,3.00,A,2313 86 STREET Brooklyn 11214,Brooklyn,11214,9178336135
50116743,BROADWAY PHO BANG,Southeast Asian,40.74136763,-73.88039298,2.00,B+,8290 BROADWAY Queens 11373,Queens,11373,7183049778
50116749,T-SWIRL CREPE,Bakery Products/Desserts,40.71375724,-73.99866894,3.00,A,2 MOTT STREET Manhattan 10013,Manhattan,10013,2128849280
50116753,JIMMY'S PIZZERIA,Pizza,40.82412841,-73.85940262,3.00,A,1907 STORY AVE Bronx 10473,Bronx,10473,7182394333
50116754,STARBUCKS,Coffee/Tea,40.76265381,-73.96917898,3.00,A,111 EAST   59 STREET Manhattan 10022,Manhattan,10022,9784947476
50116762,LA MANCHA TAPAS BAR,Tapas,40.71405109,-73.95017344,3.00,A,568 METROPOLITAN AVENUE Brooklyn 11211,Brooklyn,11211,9179091619
50116768,D'BLASS,Latin American,40.84965659,-73.91093613,3.00,A,1882 JEROME AVENUE Bronx 10453,Bronx,10453,3476233461
50116769,CHINA XING,Chinese,40.6404167,-73.99432132,3.00,A,4419 NEW UTRECHT AVENUE Brooklyn 11219,Brooklyn,11219,7186862676
50116774,TROPICAL SENSATION,Latin American,40.8009283,-73.96533252,3.00,A,953 AMSTERDAM AVENUE Manhattan 10025,Manhattan,10025,2122220098
50116777,FERJE'S NB,Mexican,40.70716712,-73.80248522,2.33,B+,8782 PARSONS BLVD Queens 11432,Queens,11432,3474000085
50116778,SKINNY CANTINA,Mexican,40.82003511,-73.95893838,2.00,B+,703 W 133RD ST Manhattan 10027,Manhattan,10027,919934001_
50116779,Sicily,Italian,40.76019811,-73.98892174,3.00,A,328 WEST   46 STREET Manhattan 10036,Manhattan,10036,9174182679
50116780,CHENG'S ORIENTAL EXPRESS,Chinese,40.75687362,-73.82179639,2.00,B+,4213 BOWNE ST Queens 11355,Queens,11355,7184456888
50116782,CASINO,Italian,40.71408067,-73.98971941,3.00,A,171 EAST BROADWAY Manhattan 10002,Manhattan,10002,6468640101
50116786,CRAB HOUSE,Seafood,40.57554763,-73.98034197,3.00,A,1223 SURF AVENUE Brooklyn 11224,Brooklyn,11224,6463383315
50116791,Hailey & Hannah's Lunch Runners,American,40.75186772,-73.7028151,1.50,B-,27111 UNION TPKE Queens 11040,Queens,11040,5042475557
50116792,HOOK & REEL CAJUN SEAFOOD & BAR,Seafood,40.82595948,-73.9196869,1.67,B-,236 EAST  161 STREET Bronx 10451,Bronx,10451,7182930388
50116794,LAMONTE,American,40.71686983,-73.95659245,3.00,A,557 DRIGGS AVENUE Brooklyn 11211,Brooklyn,11211,3474133984
